Datum,Hazai csapat,Vendeg csapat,Haza csapat eredmeny,Vendeg csapat eredmeny,Bajnoksag
9/10/2024,Paraguay,Brazil,1,0,FIFA World Cup qualification
9/10/2024,North Korea,Qatar,2,2,FIFA World Cup qualification
9/10/2024,Kyrgyzstan,Uzbekistan,2,3,FIFA World Cup qualification
9/10/2024,United Arab Emirates,Iran,0,1,FIFA World Cup qualification
9/10/2024,Oman,South Korea,1,3,FIFA World Cup qualification
9/10/2024,Kuwait,Iraq,0,0,FIFA World Cup qualification
9/10/2024,Palestine,Jordan,1,3,FIFA World Cup qualification
9/10/2024,Bahrain,Japan,0,5,FIFA World Cup qualification
9/10/2024,Indonesia,Australia,0,0,FIFA World Cup qualification
9/10/2024,China PR,Saudi Arabia,1,2,FIFA World Cup qualification
10/8/2024,Brunei,Timor-Leste,0,1,ASEAN Championship qualification
10/9/2024,Barbados,United States Virgin Islands,5,0,CONCACAF Nations League
10/9/2024,Belize,Anguilla,1,0,CONCACAF Nations League
10/9/2024,Saint Kitts and Nevis,British Virgin Islands,3,1,CONCACAF Nations League
10/10/2024,Cape Verde,Botswana,0,1,African Cup of Nations qualification
10/10/2024,Algeria,Togo,5,1,African Cup of Nations qualification
10/10/2024,Ghana,Sudan,0,0,African Cup of Nations qualification
10/10/2024,DR Congo,Tanzania,1,0,African Cup of Nations qualification
10/10/2024,Namibia,Zimbabwe,0,1,African Cup of Nations qualification
10/10/2024,Burkina Faso,Burundi,4,1,African Cup of Nations qualification
10/10/2024,Cuba,Trinidad and Tobago,2,2,CONCACAF Nations League
10/10/2024,French Guiana,Honduras,2,3,CONCACAF Nations League
10/10/2024,Nicaragua,Jamaica,0,2,CONCACAF Nations League
10/10/2024,Bonaire,Montserrat,0,1,CONCACAF Nations League
10/10/2024,Saint Vincent and the Grenadines,El Salvador,2,3,CONCACAF Nations League
10/10/2024,Israel,France,1,4,UEFA Nations League
10/10/2024,Italy,Belgium,2,2,UEFA Nations League
10/10/2024,England,Greece,1,2,UEFA Nations League
10/10/2024,Finland,Republic of Ireland,1,2,UEFA Nations League
10/10/2024,Austria,Kazakhstan,4,0,UEFA Nations League
10/10/2024,Norway,Slovenia,3,0,UEFA Nations League
10/10/2024,Latvia,North Macedonia,0,3,UEFA Nations League
10/10/2024,Faroe Islands,Armenia,2,2,UEFA Nations League
10/10/2024,Gibraltar,San Marino,1,0,UEFA Nations League
10/10/2024,Moldova,Andorra,2,0,UEFA Nations League
10/10/2024,Bolivia,Colombia,1,0,FIFA World Cup qualification
10/10/2024,Ecuador,Paraguay,0,0,FIFA World Cup qualification
10/10/2024,Venezuela,Argentina,1,1,FIFA World Cup qualification
10/10/2024,Chile,Brazil,1,2,FIFA World Cup qualification
10/10/2024,Papua New Guinea,New Caledonia,1,3,FIFA World Cup qualification
10/10/2024,Fiji,Solomon Islands,1,0,FIFA World Cup qualification
10/10/2024,Qatar,Kyrgyzstan,3,1,FIFA World Cup qualification
10/10/2024,Uzbekistan,Iran,0,0,FIFA World Cup qualification
10/10/2024,United Arab Emirates,North Korea,1,1,FIFA World Cup qualification
10/10/2024,Jordan,South Korea,0,2,FIFA World Cup qualification
10/10/2024,Oman,Kuwait,4,0,FIFA World Cup qualification
10/10/2024,Iraq,Palestine,1,0,FIFA World Cup qualification
10/10/2024,Bahrain,Indonesia,2,2,FIFA World Cup qualification
10/10/2024,Australia,China PR,3,1,FIFA World Cup qualification
10/10/2024,Saudi Arabia,Japan,0,2,FIFA World Cup qualification
10/11/2024,Madagascar,Gambia,1,1,African Cup of Nations qualification
10/11/2024,Tunisia,Comoros,0,1,African Cup of Nations qualification
10/11/2024,Gabon,Lesotho,0,0,African Cup of Nations qualification
10/11/2024,Egypt,Mauritania,2,0,African Cup of Nations qualification
10/11/2024,Benin,Rwanda,3,0,African Cup of Nations qualification
10/11/2024,Nigeria,Libya,1,0,African Cup of Nations qualification
10/11/2024,Equatorial Guinea,Liberia,1,0,African Cup of Nations qualification
10/11/2024,Angola,Niger,2,0,African Cup of Nations qualification
10/11/2024,Zambia,Chad,0,0,African Cup of Nations qualification
10/11/2024,Ivory Coast,Sierra Leone,4,1,African Cup of Nations qualification
10/11/2024,Mozambique,Eswatini,1,1,African Cup of Nations qualification
10/11/2024,Mali,Guinea-Bissau,1,0,African Cup of Nations qualification
10/11/2024,Cameroon,Kenya,4,1,African Cup of Nations qualification
10/11/2024,Uganda,South Sudan,1,0,African Cup of Nations qualification
10/11/2024,South Africa,Congo,5,0,African Cup of Nations qualification
10/11/2024,Senegal,Malawi,4,0,African Cup of Nations qualification
10/11/2024,Guadeloupe,Martinique,0,1,CONCACAF Nations League
10/11/2024,Suriname,Costa Rica,1,1,CONCACAF Nations League
10/11/2024,Guyana,Guatemala,1,3,CONCACAF Nations League
10/11/2024,Grenada,Curaçao,0,0,CONCACAF Nations League
10/11/2024,Saint Lucia,Saint Martin,2,1,CONCACAF Nations League
10/11/2024,Sint Maarten,Puerto Rico,3,2,CONCACAF Nations League
10/11/2024,Aruba,Haiti,1,3,CONCACAF Nations League
10/11/2024,Bosnia and Herzegovina,Germany,1,2,UEFA Nations League
10/11/2024,Hungary,Netherlands,1,1,UEFA Nations League
10/11/2024,Czech Republic,Albania,2,0,UEFA Nations League
10/11/2024,Ukraine,Georgia,1,0,UEFA Nations League
10/11/2024,Iceland,Wales,2,2,UEFA Nations League
10/11/2024,Turkey,Montenegro,1,0,UEFA Nations League
10/11/2024,Estonia,Azerbaijan,3,1,UEFA Nations League
10/11/2024,Slovakia,Sweden,2,2,UEFA Nations League
10/11/2024,Peru,Uruguay,1,0,FIFA World Cup qualification
10/11/2024,New Zealand,Tahiti,3,0,FIFA World Cup qualification
10/11/2024,Syria,Tajikistan,1,0,King's Cup
10/11/2024,Thailand,Philippines,3,1,King's Cup
10/12/2024,Morocco,Central African Republic,5,0,African Cup of Nations qualification
10/12/2024,Guinea,Ethiopia,4,1,African Cup of Nations qualification
10/12/2024,Antigua and Barbuda,Dominican Republic,0,5,CONCACAF Nations League
10/12/2024,Bermuda,Dominica,6,1,CONCACAF Nations League
10/12/2024,Bahamas,United States Virgin Islands,3,1,CONCACAF Nations League
10/12/2024,Turks and Caicos Islands,Anguilla,2,1,CONCACAF Nations League
10/12/2024,Cayman Islands,British Virgin Islands,1,0,CONCACAF Nations League
10/12/2024,Croatia,Scotland,2,1,UEFA Nations League
10/12/2024,Poland,Portugal,1,3,UEFA Nations League
10/12/2024,Serbia,Switzerland,2,0,UEFA Nations League
10/12/2024,Spain,Denmark,1,0,UEFA Nations League
10/12/2024,Lithuania,Kosovo,1,2,UEFA Nations League
10/12/2024,Cyprus,Romania,0,3,UEFA Nations League
10/12/2024,Bulgaria,Luxembourg,0,0,UEFA Nations League
10/12/2024,Belarus,Northern Ireland,0,0,UEFA Nations League
10/12/2024,Vanuatu,Samoa,4,1,FIFA World Cup qualification
10/13/2024,Burundi,Burkina Faso,0,2,African Cup of Nations qualification
10/13/2024,Montserrat,Bonaire,0,1,CONCACAF Nations League
10/13/2024,Saint Vincent and the Grenadines,El Salvador,2,1,CONCACAF Nations League
10/13/2024,Finland,England,1,3,UEFA Nations League
10/13/2024,Greece,Republic of Ireland,2,0,UEFA Nations League
10/13/2024,Kazakhstan,Slovenia,0,1,UEFA Nations League
10/13/2024,Austria,Norway,5,1,UEFA Nations League
10/13/2024,Faroe Islands,Latvia,1,1,UEFA Nations League
10/13/2024,Armenia,North Macedonia,0,2,UEFA Nations League
10/13/2024,Liechtenstein,Gibraltar,0,0,UEFA Nations League
10/13/2024,Malta,Moldova,1,0,UEFA Nations League
10/14/2024,Gambia,Madagascar,1,0,African Cup of Nations qualification
10/14/2024,Liberia,Equatorial Guinea,1,2,African Cup of Nations qualification
10/14/2024,Togo,Algeria,0,1,African Cup of Nations qualification
10/14/2024,Eswatini,Mozambique,0,3,African Cup of Nations qualification
10/14/2024,Kenya,Cameroon,0,1,African Cup of Nations qualification
10/14/2024,Zimbabwe,Namibia,3,1,African Cup of Nations qualification
10/14/2024,Nicaragua,French Guiana,3,2,CONCACAF Nations League
10/14/2024,Jamaica,Honduras,0,0,CONCACAF Nations League
10/14/2024,Trinidad and Tobago,Cuba,3,1,CONCACAF Nations League
10/14/2024,Curaçao,Grenada,1,0,CONCACAF Nations League
10/14/2024,Saint Lucia,Saint Martin,0,4,CONCACAF Nations League
10/14/2024,Puerto Rico,Sint Maarten,2,1,CONCACAF Nations League
10/14/2024,Aruba,Haiti,3,5,CONCACAF Nations League
10/14/2024,Belgium,France,1,2,UEFA Nations League
10/14/2024,Italy,Israel,4,1,UEFA Nations League
10/14/2024,Bosnia and Herzegovina,Hungary,0,2,UEFA Nations League
10/14/2024,Germany,Netherlands,1,0,UEFA Nations League
10/14/2024,Georgia,Albania,0,1,UEFA Nations League
10/14/2024,Ukraine,Czech Republic,1,1,UEFA Nations League
10/14/2024,Iceland,Turkey,2,4,UEFA Nations League
10/14/2024,Wales,Montenegro,1,0,UEFA Nations League
10/14/2024,Azerbaijan,Slovakia,1,3,UEFA Nations League
10/14/2024,Estonia,Sweden,0,3,UEFA Nations League
10/14/2024,Tajikistan,Philippines,0,3,King's Cup
10/14/2024,Thailand,Syria,2,1,King's Cup
10/15/2024,Comoros,Tunisia,1,1,African Cup of Nations qualification
10/15/2024,Lesotho,Gabon,0,2,African Cup of Nations qualification
10/15/2024,Morocco,Central African Republic,4,0,African Cup of Nations qualification
10/15/2024,Mauritania,Egypt,0,1,African Cup of Nations qualification
10/15/2024,Botswana,Cape Verde,1,0,African Cup of Nations qualification
10/15/2024,Rwanda,Benin,2,1,African Cup of Nations qualification
10/15/2024,Sudan,Ghana,2,0,African Cup of Nations qualification
10/15/2024,Niger,Angola,0,1,African Cup of Nations qualification
10/15/2024,Chad,Zambia,0,1,African Cup of Nations qualification
10/15/2024,Sierra Leone,Ivory Coast,1,0,African Cup of Nations qualification
10/15/2024,Tanzania,DR Congo,0,2,African Cup of Nations qualification
10/15/2024,Ethiopia,Guinea,0,3,African Cup of Nations qualification
10/15/2024,Guinea-Bissau,Mali,0,0,African Cup of Nations qualification
10/15/2024,South Sudan,Uganda,1,2,African Cup of Nations qualification
10/15/2024,Congo,South Africa,1,1,African Cup of Nations qualification
10/15/2024,Malawi,Senegal,0,1,African Cup of Nations qualification
10/15/2024,Costa Rica,Guatemala,3,0,CONCACAF Nations League
10/15/2024,Guadeloupe,Martinique,0,0,CONCACAF Nations League
10/15/2024,Suriname,Guyana,5,1,CONCACAF Nations League
10/15/2024,Dominican Republic,Antigua and Barbuda,5,0,CONCACAF Nations League
10/15/2024,Bermuda,Dominica,3,2,CONCACAF Nations League
10/15/2024,Barbados,Bahamas,6,2,CONCACAF Nations League
10/15/2024,Belize,Turks and Caicos Islands,3,0,CONCACAF Nations League
10/15/2024,Saint Kitts and Nevis,Cayman Islands,1,1,CONCACAF Nations League
10/15/2024,Scotland,Portugal,0,0,UEFA Nations League
10/15/2024,Poland,Croatia,3,3,UEFA Nations League
10/15/2024,Spain,Serbia,3,0,UEFA Nations League
10/15/2024,Switzerland,Denmark,2,2,UEFA Nations League
10/15/2024,Kosovo,Cyprus,3,0,UEFA Nations League
10/15/2024,Lithuania,Romania,1,2,UEFA Nations League
10/15/2024,Northern Ireland,Bulgaria,5,0,UEFA Nations League
10/15/2024,Belarus,Luxembourg,1,1,UEFA Nations League
10/15/2024,Colombia,Chile,4,0,FIFA World Cup qualification
10/15/2024,Paraguay,Venezuela,2,1,FIFA World Cup qualification
10/15/2024,Uruguay,Ecuador,0,0,FIFA World Cup qualification
10/15/2024,Argentina,Bolivia,6,0,FIFA World Cup qualification
10/15/2024,Brazil,Peru,4,0,FIFA World Cup qualification
10/15/2024,Uzbekistan,United Arab Emirates,1,0,FIFA World Cup qualification
10/15/2024,Iran,Qatar,4,1,FIFA World Cup qualification
10/15/2024,Kyrgyzstan,North Korea,1,0,FIFA World Cup qualification
10/15/2024,Jordan,Oman,4,0,FIFA World Cup qualification
10/15/2024,Palestine,Kuwait,2,2,FIFA World Cup qualification
10/15/2024,South Korea,Iraq,3,2,FIFA World Cup qualification
10/15/2024,Japan,Australia,1,1,FIFA World Cup qualification
10/15/2024,China PR,Indonesia,2,1,FIFA World Cup qualification
10/15/2024,Saudi Arabia,Bahrain,0,0,FIFA World Cup qualification
10/15/2024,Timor-Leste,Brunei,0,0,ASEAN Championship qualification
11/14/2024,Belgium,Italy,0,1,UEFA Nations League
11/14/2024,France,Israel,0,0,UEFA Nations League
11/14/2024,Republic of Ireland,Finland,1,0,UEFA Nations League
11/14/2024,Greece,England,0,3,UEFA Nations League
11/14/2024,Kazakhstan,Austria,0,2,UEFA Nations League
11/14/2024,Slovenia,Norway,1,4,UEFA Nations League
11/14/2024,North Macedonia,Latvia,1,0,UEFA Nations League
11/14/2024,Armenia,Faroe Islands,0,1,UEFA Nations League
11/14/2024,Montserrat,Saint Vincent and the Grenadines,1,2,CONCACAF Nations League
11/14/2024,El Salvador,Bonaire,1,0,CONCACAF Nations League
11/14/2024,Belize,French Guiana,2,1,CONCACAF Nations League
11/14/2024,Saint Kitts and Nevis,Cuba,2,1,CONCACAF Nations League
11/14/2024,Costa Rica,Panama,0,1,CONCACAF Nations League
11/14/2024,Jamaica,United States,0,1,CONCACAF Nations League
11/14/2024,Venezuela,Brazil,1,1,FIFA World Cup qualification
11/14/2024,Ecuador,Bolivia,4,0,FIFA World Cup qualification
11/14/2024,Paraguay,Argentina,2,1,FIFA World Cup qualification
11/14/2024,Solomon Islands,New Caledonia,2,3,FIFA World Cup qualification
11/14/2024,Papua New Guinea,Fiji,3,3,FIFA World Cup qualification
11/14/2024,North Korea,Iran,2,3,FIFA World Cup qualification
11/14/2024,Qatar,Uzbekistan,3,2,FIFA World Cup qualification
11/14/2024,United Arab Emirates,Kyrgyzstan,3,0,FIFA World Cup qualification
11/14/2024,Kuwait,South Korea,1,3,FIFA World Cup qualification
11/14/2024,Iraq,Jordan,0,0,FIFA World Cup qualification
11/14/2024,Oman,Palestine,1,0,FIFA World Cup qualification
11/14/2024,Bahrain,China PR,0,1,FIFA World Cup qualification
11/14/2024,Australia,Saudi Arabia,0,0,FIFA World Cup qualification
11/15/2024,Portugal,Poland,5,1,UEFA Nations League
11/15/2024,Scotland,Croatia,1,0,UEFA Nations League
11/15/2024,Denmark,Spain,1,2,UEFA Nations League
11/15/2024,Switzerland,Serbia,1,1,UEFA Nations League
11/15/2024,Cyprus,Lithuania,2,1,UEFA Nations League
11/15/2024,Romania,Kosovo,0,0,UEFA Nations League
11/15/2024,Northern Ireland,Belarus,2,0,UEFA Nations League
11/15/2024,Luxembourg,Bulgaria,0,1,UEFA Nations League
11/15/2024,San Marino,Gibraltar,1,1,UEFA Nations League
11/15/2024,Saint Lucia,Grenada,0,4,CONCACAF Nations League
11/15/2024,Curaçao,Saint Martin,5,0,CONCACAF Nations League
11/15/2024,Puerto Rico,Aruba,5,1,CONCACAF Nations League
11/15/2024,Sint Maarten,Haiti,0,8,CONCACAF Nations League
11/15/2024,Barbados,Guyana,1,4,CONCACAF Nations League
11/15/2024,Cayman Islands,Guadeloupe,0,6,CONCACAF Nations League
11/15/2024,Honduras,Mexico,2,0,CONCACAF Nations League
11/15/2024,Suriname,Canada,0,1,CONCACAF Nations League
11/15/2024,Peru,Chile,0,0,FIFA World Cup qualification
11/15/2024,Uruguay,Colombia,3,2,FIFA World Cup qualification
11/15/2024,Samoa,Tahiti,0,3,FIFA World Cup qualification
11/15/2024,New Zealand,Vanuatu,8,1,FIFA World Cup qualification
11/15/2024,Indonesia,Japan,0,4,FIFA World Cup qualification
11/16/2024,Germany,Bosnia and Herzegovina,7,0,UEFA Nations League
11/16/2024,Netherlands,Hungary,4,0,UEFA Nations League
11/16/2024,Albania,Czech Republic,0,0,UEFA Nations League
11/16/2024,Georgia,Ukraine,1,1,UEFA Nations League
11/16/2024,Montenegro,Iceland,0,2,UEFA Nations League
11/16/2024,Turkey,Wales,0,0,UEFA Nations League
11/16/2024,Azerbaijan,Estonia,0,0,UEFA Nations League
11/16/2024,Sweden,Slovakia,2,1,UEFA Nations League
11/16/2024,Andorra,Moldova,0,1,UEFA Nations League
11/16/2024,Bermuda,Antigua and Barbuda,2,1,CONCACAF Nations League
11/16/2024,Dominican Republic,Dominica,6,1,CONCACAF Nations League
11/17/2024,Israel,Belgium,1,0,UEFA Nations League
11/17/2024,Italy,France,1,3,UEFA Nations League
11/17/2024,England,Republic of Ireland,5,0,UEFA Nations League
11/17/2024,Finland,Greece,0,2,UEFA Nations League
11/17/2024,Norway,Kazakhstan,5,0,UEFA Nations League
11/17/2024,Austria,Slovenia,1,1,UEFA Nations League
11/17/2024,North Macedonia,Faroe Islands,1,0,UEFA Nations League
11/17/2024,Latvia,Armenia,1,2,UEFA Nations League
11/17/2024,Saint Vincent and the Grenadines,Bonaire,3,1,CONCACAF Nations League
11/17/2024,El Salvador,Montserrat,1,0,CONCACAF Nations League
11/17/2024,Fiji,New Caledonia,1,1,FIFA World Cup qualification
11/17/2024,Papua New Guinea,Solomon Islands,1,2,FIFA World Cup qualification
11/18/2024,Croatia,Portugal,1,1,UEFA Nations League
11/18/2024,Poland,Scotland,1,2,UEFA Nations League
11/18/2024,Serbia,Denmark,0,0,UEFA Nations League
11/18/2024,Spain,Switzerland,3,2,UEFA Nations League
11/18/2024,Kosovo,Lithuania,1,0,UEFA Nations League
11/18/2024,Romania,Cyprus,4,1,UEFA Nations League
11/18/2024,Luxembourg,Northern Ireland,2,2,UEFA Nations League
11/18/2024,Bulgaria,Belarus,1,1,UEFA Nations League
11/18/2024,Liechtenstein,San Marino,1,3,UEFA Nations League
11/18/2024,Grenada,Saint Martin,0,3,CONCACAF Nations League
11/18/2024,Saint Lucia,Curaçao,1,4,CONCACAF Nations League
11/18/2024,Aruba,Sint Maarten,0,1,CONCACAF Nations League
11/18/2024,Puerto Rico,Haiti,0,3,CONCACAF Nations League
11/18/2024,Cuba,Saint Kitts and Nevis,4,0,CONCACAF Nations League
11/18/2024,Panama,Costa Rica,2,2,CONCACAF Nations League
11/18/2024,United States,Jamaica,4,2,CONCACAF Nations League
11/18/2024,Tahiti,Vanuatu,2,0,FIFA World Cup qualification
11/18/2024,New Zealand,Samoa,8,0,FIFA World Cup qualification
11/19/2024,Bosnia and Herzegovina,Netherlands,1,1,UEFA Nations League
11/19/2024,Hungary,Germany,1,1,UEFA Nations League
11/19/2024,Albania,Ukraine,1,2,UEFA Nations League
11/19/2024,Czech Republic,Georgia,2,1,UEFA Nations League
11/19/2024,Wales,Iceland,4,1,UEFA Nations League
11/19/2024,Montenegro,Turkey,3,1,UEFA Nations League
11/19/2024,Slovakia,Estonia,1,0,UEFA Nations League
11/19/2024,Sweden,Azerbaijan,6,0,UEFA Nations League
11/19/2024,Malta,Andorra,0,0,UEFA Nations League
11/19/2024,Antigua and Barbuda,Dominica,0,0,CONCACAF Nations League
11/19/2024,Dominican Republic,Bermuda,6,1,CONCACAF Nations League
11/19/2024,French Guiana,Belize,2,2,CONCACAF Nations League
11/19/2024,Guadeloupe,Cayman Islands,1,0,CONCACAF Nations League
11/19/2024,Guyana,Barbados,5,3,CONCACAF Nations League
11/19/2024,Canada,Suriname,3,0,CONCACAF Nations League
11/19/2024,Mexico,Honduras,4,0,CONCACAF Nations League
11/19/2024,Bolivia,Paraguay,2,2,FIFA World Cup qualification
11/19/2024,Colombia,Ecuador,0,1,FIFA World Cup qualification
11/19/2024,Argentina,Peru,1,0,FIFA World Cup qualification
11/19/2024,Chile,Venezuela,4,2,FIFA World Cup qualification
11/19/2024,Brazil,Uruguay,1,1,FIFA World Cup qualification
11/19/2024,North Korea,Uzbekistan,0,1,FIFA World Cup qualification
11/19/2024,Kyrgyzstan,Iran,2,3,FIFA World Cup qualification
11/19/2024,United Arab Emirates,Qatar,5,0,FIFA World Cup qualification
11/19/2024,Palestine,South Korea,1,1,FIFA World Cup qualification
11/19/2024,Oman,Iraq,0,1,FIFA World Cup qualification
11/19/2024,Kuwait,Jordan,1,1,FIFA World Cup qualification
11/19/2024,Bahrain,Australia,2,2,FIFA World Cup qualification
11/19/2024,Indonesia,Saudi Arabia,2,0,FIFA World Cup qualification
11/19/2024,China PR,Japan,1,3,FIFA World Cup qualification
12/8/2024,Cambodia,Malaysia,2,2,ASEAN Championship
12/8/2024,Timor-Leste,Thailand,0,10,ASEAN Championship
12/8/2024,Hong Kong,Mongolia,3,0,EAFF Championship qualification
12/9/2024,Myanmar,Indonesia,0,1,ASEAN Championship
12/9/2024,Laos,Vietnam,1,4,ASEAN Championship
12/9/2024,Solomon Islands,Vanuatu,4,1,MSG Prime Minister's Cup
12/11/2024,Singapore,Cambodia,2,1,ASEAN Championship
12/11/2024,Malaysia,Timor-Leste,3,2,ASEAN Championship
12/11/2024,Taiwan,Mongolia,4,0,EAFF Championship qualification
12/12/2024,Philippines,Myanmar,1,1,ASEAN Championship
12/12/2024,Indonesia,Laos,3,3,ASEAN Championship
12/12/2024,Fiji,Vanuatu,1,1,MSG Prime Minister's Cup
12/14/2024,Timor-Leste,Singapore,0,3,ASEAN Championship
12/14/2024,Thailand,Malaysia,1,0,ASEAN Championship
12/14/2024,Macau,Guam,1,2,EAFF Championship qualification
12/14/2024,Hong Kong,Taiwan,2,1,EAFF Championship qualification
12/15/2024,Laos,Philippines,1,1,ASEAN Championship
12/15/2024,Vietnam,Indonesia,1,0,ASEAN Championship
12/15/2024,Papua New Guinea,Fiji,1,1,MSG Prime Minister's Cup
12/17/2024,Cambodia,Timor-Leste,2,1,ASEAN Championship
12/17/2024,Singapore,Thailand,2,4,ASEAN Championship
12/17/2024,Hong Kong,Guam,5,0,EAFF Championship qualification
12/18/2024,Myanmar,Laos,3,2,ASEAN Championship
12/18/2024,Philippines,Vietnam,1,1,ASEAN Championship
12/18/2024,Solomon Islands,Papua New Guinea,2,3,MSG Prime Minister's Cup
12/20/2024,Thailand,Cambodia,3,2,ASEAN Championship
12/20/2024,Malaysia,Singapore,0,0,ASEAN Championship
12/21/2024,Vietnam,Myanmar,5,0,ASEAN Championship
12/21/2024,Indonesia,Philippines,0,1,ASEAN Championship
12/21/2024,Kuwait,Oman,1,1,Gulf Cup
12/21/2024,Qatar,United Arab Emirates,1,1,Gulf Cup
12/21/2024,Vanuatu,Papua New Guinea,1,2,MSG Prime Minister's Cup
12/21/2024,Solomon Islands,Fiji,1,3,MSG Prime Minister's Cup
12/22/2024,Iraq,Yemen,1,0,Gulf Cup
12/22/2024,Saudi Arabia,Bahrain,2,3,Gulf Cup
12/24/2024,Oman,Qatar,2,1,Gulf Cup
12/24/2024,Kuwait,United Arab Emirates,2,1,Gulf Cup
12/25/2024,Yemen,Saudi Arabia,2,3,Gulf Cup
12/25/2024,Bahrain,Iraq,2,0,Gulf Cup
12/26/2024,Singapore,Vietnam,0,2,ASEAN Championship
12/27/2024,Philippines,Thailand,2,1,ASEAN Championship
12/27/2024,Kuwait,Qatar,1,1,Gulf Cup
12/27/2024,United Arab Emirates,Oman,1,1,Gulf Cup
12/28/2024,Iraq,Saudi Arabia,1,3,Gulf Cup
12/28/2024,Bahrain,Yemen,1,2,Gulf Cup
12/29/2024,Vietnam,Singapore,3,1,ASEAN Championship
12/30/2024,Thailand,Philippines,3,1,ASEAN Championship
12/31/2024,Oman,Saudi Arabia,2,1,Gulf Cup
12/31/2024,Kuwait,Bahrain,0,1,Gulf Cup
1/2/2025,Vietnam,Thailand,2,1,ASEAN Championship
1/3/2025,Zanzibar,Tanzania,1,0,Mapinduzi Cup
1/4/2025,Oman,Bahrain,1,2,Gulf Cup
1/4/2025,Burkina Faso,Kenya,1,1,Mapinduzi Cup
1/5/2025,Thailand,Vietnam,2,3,ASEAN Championship
1/6/2025,Zanzibar,Burkina Faso,0,1,Mapinduzi Cup
1/7/2025,Tanzania,Kenya,0,2,Mapinduzi Cup
1/9/2025,Tanzania,Burkina Faso,0,2,Mapinduzi Cup
1/10/2025,Zanzibar,Kenya,1,0,Mapinduzi Cup
1/13/2025,Zanzibar,Burkina Faso,2,1,Mapinduzi Cup
3/19/2025,Eswatini,Cameroon,0,0,FIFA World Cup qualification
3/19/2025,Liberia,Tunisia,0,1,FIFA World Cup qualification
3/19/2025,Central African Republic,Madagascar,1,4,FIFA World Cup qualification
3/20/2025,Canada,Mexico,0,2,CONCACAF Nations League
3/20/2025,United States,Panama,0,1,CONCACAF Nations League
3/20/2025,Croatia,France,2,0,UEFA Nations League
3/20/2025,Denmark,Portugal,1,0,UEFA Nations League
3/20/2025,Italy,Germany,1,2,UEFA Nations League
3/20/2025,Netherlands,Spain,2,2,UEFA Nations League
3/20/2025,Austria,Serbia,1,1,UEFA Nations League
3/20/2025,Greece,Scotland,0,1,UEFA Nations League
3/20/2025,Turkey,Hungary,3,1,UEFA Nations League
3/20/2025,Ukraine,Belgium,3,1,UEFA Nations League
3/20/2025,Armenia,Georgia,0,3,UEFA Nations League
3/20/2025,Bulgaria,Republic of Ireland,1,2,UEFA Nations League
3/20/2025,Kosovo,Iceland,2,1,UEFA Nations League
3/20/2025,Slovakia,Slovenia,0,0,UEFA Nations League
3/20/2025,Paraguay,Chile,1,0,FIFA World Cup qualification
3/20/2025,Peru,Bolivia,3,1,FIFA World Cup qualification
3/20/2025,Brazil,Colombia,2,1,FIFA World Cup qualification
3/20/2025,Iran,United Arab Emirates,2,0,FIFA World Cup qualification
3/20/2025,Uzbekistan,Kyrgyzstan,1,0,FIFA World Cup qualification
3/20/2025,Qatar,North Korea,5,1,FIFA World Cup qualification
3/20/2025,South Korea,Oman,1,1,FIFA World Cup qualification
3/20/2025,Iraq,Kuwait,2,2,FIFA World Cup qualification
3/20/2025,Jordan,Palestine,3,1,FIFA World Cup qualification
3/20/2025,Japan,Bahrain,2,0,FIFA World Cup qualification
3/20/2025,Australia,Indonesia,5,1,FIFA World Cup qualification
3/20/2025,Saudi Arabia,China PR,1,0,FIFA World Cup qualification
3/20/2025,Sierra Leone,Guinea-Bissau,3,1,FIFA World Cup qualification
3/20/2025,Zimbabwe,Benin,2,2,FIFA World Cup qualification
3/20/2025,Cape Verde,Mauritius,1,0,FIFA World Cup qualification
3/20/2025,Libya,Angola,1,1,FIFA World Cup qualification
3/20/2025,Gambia,Kenya,3,3,FIFA World Cup qualification
3/20/2025,Gabon,Seychelles,3,0,FIFA World Cup qualification
3/20/2025,Mozambique,Uganda,3,1,FIFA World Cup qualification
3/20/2025,Malawi,Namibia,0,1,FIFA World Cup qualification
3/20/2025,Comoros,Mali,0,3,FIFA World Cup qualification
3/21/2025,Belize,Costa Rica,0,7,Gold Cup qualification
3/21/2025,Guyana,Guatemala,3,2,Gold Cup qualification
3/21/2025,Bermuda,Honduras,3,5,Gold Cup qualification
3/21/2025,Saint Vincent and the Grenadines,Jamaica,1,1,Gold Cup qualification
3/21/2025,Suriname,Martinique,1,0,Gold Cup qualification
3/21/2025,Guadeloupe,Nicaragua,1,0,Gold Cup qualification
3/21/2025,Cuba,Trinidad and Tobago,1,2,Gold Cup qualification
3/21/2025,Ecuador,Venezuela,2,1,FIFA World Cup qualification
3/21/2025,Uruguay,Argentina,0,1,FIFA World Cup qualification
3/21/2025,New Caledonia,Tahiti,3,0,FIFA World Cup qualification
3/21/2025,New Zealand,Fiji,7,0,FIFA World Cup qualification
3/21/2025,Burkina Faso,Djibouti,4,1,FIFA World Cup qualification
3/21/2025,Ethiopia,Egypt,0,2,FIFA World Cup qualification
3/21/2025,DR Congo,South Sudan,1,0,FIFA World Cup qualification
3/21/2025,Rwanda,Nigeria,0,2,FIFA World Cup qualification
3/21/2025,South Africa,Lesotho,2,0,FIFA World Cup qualification
3/21/2025,Morocco,Niger,2,1,FIFA World Cup qualification
